Industry_Type,Year,Energy_Consumption_MWh,Fuel_Consumption_Tons,Production_Output_Tons,Renewable_Energy_Percentage,Operating_Hours,Emission_Control_Index,Carbon_Emissions_tCO2
Power,2016,30324.31,8868.9,11230.72,58.59,3107,7.47,29917.52
Chemical,2007,15143.22,3052.75,27656.36,44.59,6697,6.22,11000.5
Steel,2018,44466.36,7487.29,57374.76,12.87,1734,6.65,35169.1
Textile,2019,42109.88,9902.64,94733.72,2.76,6678,1.85,40402.85
Steel,2014,23907.53,9998.19,30617.34,57.91,4309,8.71,29392.81
Textile,2008,2434.39,5381.45,31233.73,25.53,1370,7.93,10961.87
Steel,2019,32107.91,8282.9,48636.79,35.9,3073,6.31,30477.74
Automobile,2009,3004.54,9903.47,91935.69,16.75,7536,9.27,21357.28
Chemical,2011,46350.86,3809.26,42486.45,45.5,6938,2.52,27115.86
Textile,2020,48100.75,2598.85,23099.71,11.81,5701,7.18,26028.81
Paper,2022,9879.76,1230.91,17149.96,47.21,5205,9.67,4105.09
Power,2019,33981.27,1494.91,46244.52,13.84,5868,3.79,17571.97
Steel,2000,5067.32,8550.21,80267.07,5.87,3301,1.14,20719.16
Steel,2024,36611.09,5928.36,29843.89,28.73,2830,7.61,27454.98
Textile,2019,17690.74,8749.72,51739.74,48.79,2859,1.06,25131.42
Power,2008,34211.98,7915.61,60697.82,23.09,6923,8.85,30824.13
Power,2021,18957.39,6770.07,45596.57,1.73,1916,1.51,23174.58
Automobile,2014,7705.59,6132.19,19977.33,33.2,7909,6.87,14805.93
Paper,2000,20602.44,578.56,92252.82,40.83,7681,4.39,8383.93
Automobile,2011,6077.34,8735.52,56979.47,44.44,4175,2.83,19835.75
Automobile,2002,29055.72,4236.64,73184.3,24.12,3662,9.08,20341.28
Automobile,2010,2527.1,5641.89,63968.26,5.82,3634,7.72,12390.15
Automobile,2001,26602.32,317.34,99806.75,35.06,5692,4.06,10779.59
Automobile,2015,44375.25,9367.13,46174.7,19.77,2237,3.56,39358.55
Chemical,2008,41974.73,9037.13,43072.26,56.81,3160,7.62,35583.51
Power,2014,44197.69,5478.45,36653.85,30.16,2335,8.53,29711.55
Automobile,2011,46141.42,5815.39,36801.22,28.34,3616,7.44,31531.1
Power,2000,5674.13,7079.67,28301.25,18.55,6050,6.76,16575.43
Power,2012,6872.99,2720.48,98082.38,20.33,3943,3.05,7898.7
Cement,2013,28071.84,2296.96,87207.42,30.77,6220,8.68,15413.24
Chemical,2024,44751.65,6772.83,32350.63,18.4,1761,7.75,33372.47
Automobile,2024,48730.3,1133.78,31217.68,53.54,4718,5.66,21602.15
Steel,2007,2789.96,4595.21,11249.86,26.34,6033,5.6,9639.34
Textile,2007,18110.82,4978.33,87826.06,17.52,3700,6.12,17667
Paper,2011,11038.27,3875.24,37804.84,9.32,3131,8.45,12105.95
Steel,2000,37920.31,1934.15,57688.92,40.34,5814,7.68,18784.07
Chemical,2010,32189.6,3617.63,90137.4,1.55,2953,8.71,21336.91
Textile,2007,6434.46,3441.82,41401.96,27,1948,5.57,8719.11
Chemical,2009,24434.34,5042.73,80879.94,33.01,1301,6.62,19974.66
Power,2018,34429.31,6779.34,43598.28,20.39,5024,8.69,28549.34
Textile,2010,39060.77,9685.53,70393.15,44.99,6336,3.09,36715.11
Power,2006,1492.61,1527.22,43687.26,40.54,7711,5,1809.96
Steel,2010,44578.24,8742.87,39883.15,58.28,3588,6.59,36172.52
Steel,2016,28679.43,2913.36,99080.21,30.53,4694,9.24,16985.14
Textile,2000,40689.5,5954.59,61622.63,32.27,7235,1.14,29982.77
Textile,2020,40492.93,5512.7,37371.73,14.75,3701,2.91,29410.56
Automobile,2020,9897.71,5613.79,26524.13,23.13,2475,3.11,15505.91
Chemical,2007,5953.52,7261.25,4936.87,1.61,1613,3.94,18116.63
Automobile,2022,36203.72,3878.71,70950.07,41.36,7214,3.54,22745.64
Chemical,2023,8243.13,3259.09,37843.59,18.7,6644,6.31,9374.21
Automobile,2005,42571.91,8543.06,82304.16,32.42,6520,8.97,35578.89
Power,2021,36446.38,2278.94,37022.98,15.3,1668,6.73,19994.94
Textile,2017,42170.36,1884.44,37959.59,37.26,3128,3.17,21251.63
Steel,2005,15301.13,254.51,78138.92,26.85,7738,8.77,5319.03
Chemical,2004,16171.6,2184.72,49457.2,28.91,1217,6.69,10124.4
Chemical,2012,33725.47,5233.46,88604.58,56.56,3931,2.97,24071.27
Steel,2018,2056.57,5431.24,59423.44,42.37,1748,4.25,10669.38
Automobile,2021,36461.59,2618.76,24823.84,15.71,5220,8.11,20567.39
Chemical,2007,41871.26,815.51,57258.91,30.24,1200,7.65,18508.59
Paper,2008,21050.6,7471.94,1396.17,28,3621,6.19,24048.24
Power,2016,38361.5,7603.96,31927.34,47.7,6139,2.3,31807.39
Textile,2002,9143.24,9978.58,21587.28,50,1721,8.23,23079.73
Steel,2018,16451.89,9010.29,65764.6,17.01,1951,3.77,26093.19
Textile,2010,48728.1,9268.01,14467.82,49.27,2881,7.94,39393.67
Paper,2023,49323.24,8002.22,29719.65,10.77,3227,6.83,38549.94
Chemical,2016,25873.95,6193.48,33799.55,45.77,2432,3.38,23032.53
Chemical,2020,46746.35,1372.6,1326.03,14.93,6181,2.91,23109.18
Paper,2018,26375.17,6260.9,5629.89,17.88,3320,2.18,24666.01
Steel,2001,14933.61,653.96,31801.49,51.15,7950,3.18,5731.24
Power,2007,13711.51,8864.46,23013.29,25.2,2776,2.42,24373.59
Cement,2018,46510.53,4870.03,12573.77,59.43,7906,6.55,28480.6
Steel,2006,9036.1,7004.98,16262,9.12,1698,6.39,18345.6
Cement,2016,29191.81,617.21,83718.16,27.8,3968,6.28,12628.58
Paper,2005,27998.49,5389.06,68648.64,43.95,1621,6.78,21883.65
Automobile,2018,37111.27,3082.51,48927.64,0.32,3587,8.33,22469.19
Cement,2023,25212.52,2921.19,90978.6,9.11,6081,9.22,16301.45
Power,2005,13978.14,3957.59,3925.73,1.22,1459,3.07,14579.66
Automobile,2001,8885.13,106.33,35148.56,59.57,2084,6.29,1094.63
Cement,2005,31230.53,4719.94,82514.99,45.64,1299,1.71,22406.81
Paper,2022,36090.04,4917.01,63200.61,22.41,3544,2.08,25911.94
Automobile,2004,28691.3,8645,98187.06,9.38,2275,6.89,30728.08
Paper,2018,37048.39,4540.4,94506.98,5.42,2430,5.38,25798.26
Cement,2019,7505.3,3699.21,17824.31,31.91,6375,7.82,9300.85
Paper,2003,44182.27,9948,97226.71,58.55,4452,4.83,38846.02
Power,2021,29328.58,5755.01,94607.94,40.48,7734,2.15,23981.68
Cement,2016,6778.77,4778.87,37987.48,21.91,3388,8.85,11625.56
Cement,2010,23365.3,5009.76,98305.15,30.05,6925,1.75,20123.86
Cement,2003,42317.19,8110.89,4548.57,59.93,2821,2.7,34165.49
Steel,2012,44929.33,3472.7,66414.3,31.13,7546,3.49,26194.14
Steel,2019,13600.15,3952.69,27348.63,57.85,7431,9.96,11306.79
Steel,2016,35707.66,7583.15,13816.85,0.98,1988,4.75,32142.18
Power,2008,5449.27,822.54,58175.96,43.26,1213,5.52,1868.96
Automobile,2003,2160.52,8665.17,31328.68,37.63,1531,7.93,17578.81
Paper,2022,28239.75,4359.01,67015.71,41.12,3917,6.73,19845.31
Chemical,2013,34893.97,5854.8,54458.12,34.23,7885,8.57,26185.25
Cement,2018,39891.44,7599.01,39866.35,2.65,6695,5.38,33917.37
Paper,2002,17340.7,2733.91,19000.39,8.97,4619,9.75,12289.12
Cement,2013,823.01,8914.11,60523.77,55.34,2984,8.17,16787.4
Power,2007,24236.2,9794.33,83093.83,13.98,3258,4.61,31341.42
Cement,2023,1284.75,4993.32,60400.44,59.58,3218,4.43,8648.64
Steel,2000,5053.23,9375.68,61441.73,40.78,5633,9.37,20144.85
Chemical,2009,16671.11,111.17,51671.9,26.66,6382,7.16,5820.97
Textile,2017,22140.02,8952.95,39435.77,55.2,7945,6.59,26660.7
Cement,2015,14333.74,3179.35,46288.35,47.7,5771,7.82,10598.35
Paper,2007,29302.33,3183.8,98964.63,25.74,5485,6.05,18434.81
Steel,2000,3239.81,2358.08,75217.18,4.12,7564,2.43,6189.29
Textile,2011,7656.7,3238.44,43625.39,52.1,3109,3.87,8021.68
Chemical,2007,34915.29,2213.5,46272.34,45.9,7229,6.02,18023.18
Textile,2023,7535.97,9068.1,50463.57,47.44,4060,1.16,21304.21
Steel,2015,32168.87,9000.33,66272.11,44.69,2608,4.94,31896.32
Automobile,2017,3206.89,1111.89,47129.87,16.55,7634,7.8,2291.26
Automobile,2003,20665.42,1514.3,68931.73,51.53,7203,2.48,10272.1
Textile,2005,9281.77,8633.98,33589.59,0.13,3524,1.58,22976.75
Power,2011,5927,4049.48,41653.32,14.24,5415,8.52,9984.01
Paper,2008,28568.12,1775.79,86541.26,2.79,1689,6.56,15863.59
Paper,2014,46452.62,5155.63,33561.66,6.64,3099,2.59,31669.67
Textile,2015,3211.96,4225.01,96479.24,31.94,5752,8.26,8471.6
Cement,2023,21366.94,2269.7,18077.99,2.24,5923,6.92,13688.46
Cement,2011,35523,7235.45,24926.3,10.88,2100,4.01,30986.94
Paper,2023,23403.05,6349.76,46904.3,13.96,1118,4.39,23415.64
Paper,2022,40421.55,1086.65,79943.46,39.32,3768,2.4,18719.53
Automobile,2013,9392.44,9261.33,73425.97,28.13,6301,8.52,22453.92
Power,2012,47999.91,5628.85,18272.14,27.5,1505,5.58,32213.83
Steel,2024,19565.55,2577.02,24431.82,46.11,7780,6.01,11908.34
Cement,2001,17407.7,2142.29,57951.04,27.4,3200,8.95,10376.5
Paper,2002,43792.99,1445.89,30221.31,20.91,2041,1.14,21914.6
Automobile,2023,28411.42,4303.91,42810.21,57.75,4135,1.6,19751.74
Chemical,2021,26063.99,1441.86,49172.82,0.5,1496,2.45,14586.89
Automobile,2009,36485.41,4216.58,59830.35,18.32,6867,1.27,24809.71
Cement,2008,29201.79,1572.83,25854.08,36.56,5174,6.92,14308.23
Cement,2019,8544.52,6602.39,17150.87,46.97,1058,6.7,15687.49
Automobile,2007,33872.78,7873.9,40457.78,48.98,6530,2.9,30258.13
Steel,2009,7106.71,5540.28,9120.6,2.76,7906,2.34,14995.44
Textile,2018,40389.96,6832.56,53149.75,42.55,7969,2.31,31227.91
Cement,2002,49491.96,9389.95,84120.91,43.22,4132,9.58,40050.87
Automobile,2023,19180.69,6419.88,12778.59,12.84,4538,7.24,21372.65
Paper,2004,22515.42,3705.17,12160.32,6.77,2653,6.27,17260.11
Automobile,2002,2798.47,4549.85,8941.56,44.98,6868,3.9,9001.78
Power,2015,1179.79,8619.2,84938.27,14.97,6958,4.9,18306.35
Textile,2016,46110.26,1394.13,8989.78,0.1,2706,1.8,23596.7
Chemical,2014,6866.89,3324.8,98362.74,13.41,6607,9.98,8670.66
Steel,2002,22566.05,5815.07,36474.8,1.86,1243,7.8,21937.48
Chemical,2011,40860.05,6796.26,33547.45,14.95,3255,6.59,31949.99
Textile,2008,44521.28,7658.64,10071.54,20.1,7999,6.29,35324.78
Textile,2020,26210.19,3250.25,58978.48,16.28,6206,5.54,17629.14
Textile,2011,28469.11,1544.01,59002.34,55.2,2674,3.32,13601.52
Chemical,2014,33649.36,9552.91,49886.78,13.95,7743,3.04,35235.81
Paper,2001,48088.43,856.28,31790.99,28.05,3692,5.95,21687.61
Textile,2022,30332.16,1048.47,37489.51,57.45,7073,1.63,13462.51
Automobile,2017,28194.03,4999.93,32729.84,52.75,1038,1.67,21376.76
Chemical,2019,1219.44,8210.78,43188.49,18.56,4247,6.05,17144.06
Textile,2011,4507.01,7767.59,34837.02,19.59,7621,9.28,17219.65
Automobile,2022,29070,9383.22,67876.21,35.6,2615,9.23,31192.98
Paper,2003,46843.9,1501.87,30282.86,55.07,1019,1.1,22049.07
Power,2022,43401.22,3819.7,35732.98,0.6,1220,1.97,27673.49
Paper,2015,49137.66,2893.21,44110.53,23.59,6968,6.25,26783.41
Textile,2022,26627.78,8622.61,1392.22,50.99,7418,8.64,27875.84
Chemical,2015,39502.58,4934.71,49716.17,24.63,4771,9.59,26496.52
Cement,2000,42099.82,365.79,26326.16,43.2,7606,8.75,16971.66
Textile,2021,32577.57,7108.85,6558.89,41.52,1250,7.1,27786.58
Cement,2024,17268.12,3948.11,91191.11,12.33,5307,2.8,15627.3
Automobile,2001,23763.93,5358.35,32919.45,26.98,7830,1.65,21204.94
Power,2002,42966.9,8948.5,43182.44,33.97,5514,1.43,37491.4
Steel,2020,15278.12,2641.7,82906.97,42.93,6291,6.51,10188.49
Paper,2024,46225.28,2478.62,17512.11,49.34,1506,1.33,24121.14
Power,2019,11875.41,2705.61,85180.57,45.6,5741,7.65,8554.28
Textile,2016,37601.06,3447.27,24922.16,1.7,6747,7.41,23547.27
Cement,2019,31712.68,1162.8,59314.75,40.24,1868,1.72,15012.87
Paper,2021,37605.17,7002.47,68882.16,29.84,4990,9.16,30034.96
Cement,2020,22148.7,2153.25,90596.38,34.43,5587,5.7,12642.87
Chemical,2000,46665.73,9268.84,61156.16,22.38,7438,9.14,39399.03
Cement,2019,31807.37,2235.29,45869.95,42.84,7600,9.11,16424.15
Chemical,2005,14770.64,2630.86,57654.67,40.43,2169,2.77,10485.08
Automobile,2014,32103.53,3040.5,21006.16,34.77,6357,4.43,19213.29
Paper,2013,14697.38,7708.53,69218.36,51.7,1739,2.21,21239.39
Paper,2019,15034.8,4333.3,19501.19,6.11,2790,7.97,15098.12
Steel,2014,20280.13,8211.41,56167.51,18.06,1423,5.54,25803.96
Textile,2013,42695.31,7870.05,65112.76,29.71,4055,9.36,34215.4
Chemical,2024,25264.74,9301.96,89959.73,57.52,5387,2.87,29188.24
Steel,2020,34105.59,7590.38,45568.79,4.32,3203,7.2,31009.55
Cement,2023,19902.4,613.92,77757.99,20.22,2983,9.9,8309.9
Cement,2024,13548.47,8389.08,17585.52,55.55,4922,6.99,21491.99
Steel,2004,47754.69,9386.92,16463.45,53.88,3397,1.62,39791.23
Paper,2005,30377.27,9937.52,52955,51.91,2957,6.3,32699.92
Cement,2016,46730.59,1340.15,60037.74,18.5,5338,2.62,22922.7
Automobile,2010,10568.94,6171.41,63601.76,50.81,6326,1.27,16148.32
Automobile,2015,7771.26,2074.64,74821.73,30.32,2789,4.01,6367.28
Steel,2011,42863.23,2698.85,30198.22,37.19,7401,3.39,23331.52
Chemical,2014,34205.4,7481.28,62638.16,14.33,1584,8.1,30306.05
Chemical,2022,9735.64,9778.91,19625.77,42.4,7178,4.36,23675.44
Steel,2003,13833.31,5989.07,22680.77,19.66,4200,7.6,17702.54
Chemical,2017,40132.87,8520.79,7663.58,20.63,7573,1.15,35842.33
Paper,2020,22966.5,187.95,74953.06,38.21,2342,1.13,9084.42
Paper,2002,33691.76,462.65,51192.3,14.39,5190,1.26,15452.32
Chemical,2021,16258.43,6007.57,24580.38,13.47,7363,2.97,19637.75
Automobile,2007,19370.88,3950.93,56067.53,22.15,5396,4.37,15998.54
Chemical,2022,49540.27,8908.6,36069.78,46.68,6756,6.47,39248.44
Paper,2002,12757.05,3089.62,83883.78,13.48,2208,9.87,10814.24
Power,2007,25569.59,4377.31,53286.64,47.24,3822,4.19,18744
Textile,2017,42297.92,5326.3,3951.26,41.74,4693,1.5,28902.32
Cement,2009,12341.55,2803.08,98524.43,40.74,3447,2.75,9760.87
Power,2024,21053.08,9094.1,8355.56,28.49,5785,9.08,27251.71
Chemical,2019,30947.02,4698.88,69899.86,44.75,2165,7.29,21598.9
Automobile,2016,24318.81,4299.14,44288.33,0.81,6088,8.11,19395.97
Steel,2007,23245.36,8512.56,25682.46,18.34,7277,2.12,28200.04
Chemical,2022,18444.23,3188.59,67969.37,40.75,5756,2.21,13419.6
Automobile,2010,29538.99,8192.91,13463.84,59.24,7025,2.01,28706.15
Textile,2004,31406.45,1310.5,85966.42,0.15,7021,8.71,15964.8
Chemical,2012,32837.83,1909.61,25810.59,30.6,3305,2.89,17407.37
Paper,2020,3983.22,9513.33,36783.91,55.43,2062,6.79,19689.78
Steel,2022,31736.19,8440.23,63631.72,51.81,5400,5.65,30099.39
Automobile,2004,47685.24,3940.2,1101.9,1.39,4354,5.9,29363.2
Automobile,2023,27278.82,6420.72,47802.11,31.77,2847,2.76,24799.05
Automobile,2012,35905.72,9435.4,89530.64,0.26,1525,6.72,36098.65
Textile,2005,28058.25,2197.4,68361.15,47.37,5502,1.39,15398.89
Chemical,2004,42809.66,684.2,39402.14,18.53,2382,9.94,18835.59
Textile,2008,46514.36,5420.93,66382.02,45.94,5981,1.24,30871.11
Cement,2015,9618.89,1511.71,93720.37,56.69,7521,1.45,5212.66
Cement,2001,22124.57,1954.46,19592.73,58.57,7612,3.92,11442.67
Chemical,2000,19922.91,8926.24,53648.99,53.65,5968,8.48,25439.44
Paper,2007,20558.15,173.29,24239.02,12.25,7066,3.31,8745.21
Textile,2018,6713.45,8186.52,85568.24,11.68,6085,5.25,19934.2
Steel,2010,40773.98,5217.81,72383.97,37.55,6400,1.16,28186.27
Automobile,2011,2270.43,5637.01,80306.52,32.64,6684,1.71,11912.32
Automobile,2011,26647.22,6750.5,94358.17,0.57,5106,6.47,26043.15
Chemical,2006,33262.98,4371.31,23998.57,23.5,3722,2.75,23315.22
Paper,2012,10769.74,1244.56,5823.2,54.4,7838,7.25,4538.42
Cement,2007,45339.58,1117.92,29799.47,53.9,2987,8.07,19737.84
Cement,2021,42008.19,7568.19,40514.79,12.23,5067,8.65,34026.5
Automobile,2008,23818.64,2288.25,62890.82,22.92,6068,2.2,14571.74
Chemical,2006,20851.87,378.21,79972.75,33.62,5104,5.1,8258.6
Textile,2020,12210.11,9798.18,35630.53,51.17,5123,9.52,23861.35
Cement,2023,36634.66,9805.88,47876.2,31.92,7966,7.95,35827.73
Textile,2014,7021.32,3843.6,78761.26,58.09,1685,2.05,9045.91
Paper,2001,34171.77,352.69,23307.54,47.94,7654,5.52,13573.21
Cement,2022,42201.62,7299.92,22496.06,57.19,3549,9.3,31646.95
Cement,2019,11809.34,8327.02,59334.07,43.89,5677,4.96,21282.85
Power,2024,43388.16,1337.64,44169.63,52.66,4866,8.54,19336.28
Cement,2011,2149.5,1441.04,94940.78,49.86,3825,5.46,1487.96
Steel,2000,45682.98,8240.02,36346.02,15.23,4734,1.96,37840.99
Chemical,2022,6358.93,9226.88,76196,13.77,7804,2.33,22330.25
Chemical,2021,32465.08,7928.47,58726.18,51.86,2241,1.42,29807.12
Textile,2007,12879.08,2087.37,6403.03,5.08,4500,2.76,9853.4
Paper,2004,41909.34,4174.06,9354.17,24.51,2661,9.04,25976.94
Cement,2014,25858.87,6048.34,21112.49,49.24,3050,6.85,22151.24
Steel,2000,7194.44,1686.91,15172.11,48.79,6306,7.65,4079.1
Textile,2000,28764.08,2184.96,33607.78,8.33,5138,6.59,16626.75
Power,2024,20690.19,2900.57,58319.9,29.26,6730,4.48,13983.84
Textile,2009,33241.67,5144.18,60633.89,28.79,7918,2.95,24770.35
Textile,2021,44154.21,5156.97,59189.01,19.42,6530,9.33,29318.33
Cement,2009,20764.76,8161.52,12643.25,55.03,4261,5.63,24422.69
Power,2020,14849.09,7554.8,60422.32,39.19,5137,5.33,21095.45
Textile,2014,1218.5,9145.98,41564.94,58.81,4843,9.96,17121.88
Steel,2016,28954.53,8345.73,90402.21,4.01,5825,4.46,30694.54
Steel,2021,20412.6,2613.39,91286.44,23.66,2981,8.69,12945.93
Chemical,2005,19045.14,3379.84,77049.21,50.11,1647,8.76,12950.36
Power,2002,9555.3,5054.19,70607.61,25.36,4923,3.09,14033.9
Power,2012,21787.74,241.28,12380.32,15.71,3704,1.85,9484.9
Chemical,2015,49229.88,9048.63,9384.73,59.87,2982,9.78,38492.03
Textile,2007,15238.83,539.01,84242.54,52.39,2928,4.83,5368.1
Power,2014,30185.37,3292.17,43274.57,32.79,6255,1.02,19392.19
Steel,2016,38936.1,5734.83,45684.87,33.7,3557,5.49,28131.07
Steel,2016,37583.31,5226.63,84931.52,0.41,6638,6.57,27606.28
Cement,2021,16774.33,6579.15,62521.66,58.86,5132,7.98,18710.58
Power,2012,30737.57,5322.45,18761.32,48.38,3019,9.49,22467.3
Textile,2016,43627.6,2367.11,21890.31,2.2,1822,9.24,23643.26
Chemical,2005,1264.65,2090.67,1631.34,10.58,5674,9.46,3610.17
Chemical,2016,22068.85,9081.75,71356.34,49.26,7980,1.29,27785.63
Textile,2015,11601.53,2713.27,49075.55,5.21,3564,7.41,10092.28
Paper,2013,19737.3,2881.67,95046.43,56.51,3832,3.03,12597.46
Automobile,2012,21091.49,4188.23,71687.27,59.99,2020,2.69,15982.88
Cement,2005,37460.21,1480.44,11212.11,53.19,2081,8.2,17002.46
Chemical,2002,5144.18,5122,16992.6,44.33,7298,4.75,11240.08
Power,2013,25872.9,6683.81,50670.74,29.24,6991,9.25,24067.59
Cement,2013,28427.64,7881.4,92562.54,4.95,3022,1.38,29767.92
Power,2014,24960.8,7143.4,25477.86,43.83,5208,8.22,24208.24
Paper,2007,36727.73,1561.6,82732.44,23.81,4675,2.23,18743
Steel,2014,19497.67,4615.06,31914.97,34.21,3883,2.59,17247.88
Cement,2021,47275.87,482,27719.82,17.6,2779,5.3,20994.54
Chemical,2012,24349.27,276.2,90237.88,14.53,2819,4.56,10436.41
Cement,2016,28775.09,4457.29,5676.92,19.46,5696,5.38,21330.83
Cement,2020,41363.78,2604.31,66413.36,48.83,5537,9.46,21254.78
Cement,2023,14124.19,6865.27,5273.58,25.59,4761,6.92,19605.48
Automobile,2002,4222.5,7269.98,80275.61,18.7,1227,3.61,16712.88
Cement,2005,35535.31,8964.5,83111.03,25.98,1873,2.56,34366.39
Power,2004,24409.09,7630.76,89442.3,1.94,4650,4.78,27120.56
Steel,2021,44876.96,577.62,19422.92,53.44,6241,5.06,18720.6
Paper,2016,49142.66,3779.07,13325.32,33.11,5766,6.41,28334.55
Textile,2022,20255.91,2802.93,50849.97,6.29,4428,3.39,14623.21
Cement,2024,21064.23,3922.71,27891.63,17.3,2291,7.91,16467.67
Chemical,2001,20694.15,1684.75,61023.45,59.01,5790,1.89,10431.62
Cement,2014,16565.43,1067.27,51860.98,35.58,6604,6.04,7654.44
Chemical,2004,39193.51,5257.75,15340.36,17.48,3916,6.61,27711.73
Power,2019,38070.29,7231.77,74187.78,25.58,2027,2.86,31675.12
Chemical,2005,24192.92,7048.92,80574.65,15.51,4549,8.43,24762.44
Textile,2005,2710.73,4564.35,96341.26,1.91,1120,6.54,10400.2
Steel,2017,15823.19,5270.56,40158.35,50.52,1741,6.81,15877.67
Chemical,2017,14969,5211.65,34435.76,17.55,4881,5.48,16842.08
Chemical,2003,40648.82,6946.55,20034,50.3,2509,9.19,30459.58
Steel,2016,4834.99,574.46,18905.64,28.71,2242,7.25,1421.16
Textile,2024,40380.93,7127.97,32784.28,10.97,5789,4.44,32881.35
Cement,2013,33624.59,5863.79,98199.85,48.11,5352,3.15,25729
Chemical,2013,36755.85,2061.28,10133.61,22.63,3090,1.64,19972.95
Steel,2012,21894.55,585.68,26677.25,42.46,3917,2.49,9143.84
Power,2006,34146.43,1174.43,9511.86,50.23,6649,9.93,14748.84
Steel,2011,30646.93,5294.44,28089.51,57.78,4781,4.66,22568.49
Power,2022,38564.52,7608.24,10147.74,5.15,2712,9.09,32795.36
Textile,2014,22615.11,3413.11,51322.58,0.5,3635,2.54,17360.84
Cement,2018,23904.87,3853.33,44397.21,32.91,6008,4.83,17338.52
Steel,2010,32357.02,9348.05,18230.98,15.85,4764,9.64,33335.57
Paper,2014,5849.84,2208.83,18305.98,28.15,1593,1.82,6147.45
Paper,2011,22094.1,1127.12,62984.8,4.36,2033,6.35,11485.61
Automobile,2002,48611.57,3499.76,39325.01,30.1,3839,9.27,27258.28
Chemical,2016,2358.84,7484.63,6563.3,7.49,1211,9.55,16082.06
Textile,2002,16142.23,6298.17,92099.07,50.32,6771,8.61,18073.98
Steel,2018,16048.44,4216.37,41090.3,45.57,7057,8.7,13631.01
Paper,2019,31856.47,9651.05,59513.71,4.44,2405,6.87,34565.72
Chemical,2003,5737.12,7376.46,88655.78,50.18,6508,2.98,16445.12
Paper,2002,31612.93,712.43,40813.74,19.5,6017,7.58,14103.56
Steel,2015,5204.49,7471.85,82245.34,21.17,4811,9.81,16756.09
Power,2011,5200.21,337.98,91560.47,10.79,7479,5.73,1964.45
Steel,2007,36545.08,6538.2,18232.67,50.12,4076,3.35,28422.53
Automobile,2023,16544.69,2183.78,89356.75,24.28,1921,6.16,10539.03
Steel,2016,48882.44,6994.78,12863.41,2.93,7226,7.22,36402.01
Steel,2006,2348.97,3166.82,28237.61,57.97,3039,2.87,5360.84
Automobile,2010,22532.78,8742.76,81012.93,15.35,3199,7.47,27863.42
Textile,2017,6100.23,3435.45,90167.77,56.17,5062,6.29,7301.49
Steel,2000,17893.26,6234.99,68729.74,18.07,6854,6.51,20264.94
Automobile,2002,49912.01,2930.68,11377.76,49.89,4238,3.75,26462.3
Chemical,2003,44497.7,9180.49,52776.24,39.85,2493,2.4,38339.04
Power,2012,2892.06,7831.86,57690.78,51.68,5173,6.61,15671.12
Power,2005,28381.16,2508.7,28904.11,58.57,5507,6.28,15194.26
Steel,2013,32567.2,9493.09,99138.28,52.29,2577,4.04,32963.64
Textile,2004,10871.96,3635.86,34227.17,24.22,2597,3.66,11483.27
Textile,2015,7682.73,6553.46,21815.22,48.87,3428,4.13,15424.44
Chemical,2014,45266.87,7454.25,11903.47,42.7,3995,5.41,34412.24
Steel,2014,48456.41,326.73,38471.62,3.7,7933,9.77,21203.79
Power,2003,49598.7,9593.78,69569.25,55.79,1312,7.87,40249.73
Textile,2007,39593.21,3509.97,23910.29,27.96,3442,8.67,23380.08
Steel,2015,33343.35,1978.81,77184.88,8.07,4981,5.55,18369.09
Paper,2015,17613.65,8522.01,14404.73,25.52,7686,5.74,24964.96
Textile,2003,8984.22,7058.7,44606.33,36.19,5075,2.84,17783.64
Automobile,2012,4409.54,958.76,70535,34.38,1003,7.49,1819.56
Paper,2012,34818.22,1258.74,14395.63,34.49,5204,4.79,16483.03
Textile,2001,39343.81,7180.4,60186.38,15.35,1885,7.68,31965.99
Power,2002,41409.46,840.35,80096.3,37.96,5188,4.68,18403.03
